partner1	partner2	confidence
DNMT1	SP3	1.0
CTBP2	EP300	1.0
CTBP2	EHMT2	1.0
CTBP2	ZNF217	1.0
CTBP2	RCOR1	1.0
CTBP2	HDAC2	1.0
HDAC6	LCOR	1.0
PRMT5	ZNF224	1.0
NFKB1	ZFP36	1.0
HDAC1	ZFP36	1.0
HDAC3	ZFP36	1.0
HDAC7	ZFP36	1.0
HDAC6	MAPRE1	1.0
ACTR1A	HDAC6	1.0
LMNA	RBBP4	1.0
ATF3	MDM2	1.0
ING2	PCNA	1.0
HIST1H3A	SPHK2	1.0
HDAC1	MBTPS1	1.0
HDAC2	MBTPS1	1.0
FOXO1	HOXA11	1.0
MYOD1	NUPR1	1.0
ESR1	FLII	1.0
ACTL6A	FLII	1.0
CBX7	HDAC2	1.0
CBX1	EHMT2	1.0
EGFR	PCNA	1.0
BRD2	TBP	1.0
E2F1	TBP	1.0
SMYD2	TP53	1.0
SETD7	TP53	1.0
FOXP3	IKZF4	1.0
CIITA	HDAC2	1.0
PA2G4	RNF20	1.0
MED12	NANOG	1.0
FAT1	HDAC6	1.0
HDAC6	UBD	1.0
PRMT5	SKI	1.0
SKI	TBL1XR1	1.0
BHLHE41	CEBPB	1.0
CEBPB	HDAC1	1.0
HDAC7	PRKD1	1.0
FOS	MAZ	1.0
JUN	MAZ	1.0
EZH1	EZH2	1.0
EZH1	SUZ12	1.0
EED	EZH1	1.0
EHMT2	RELB	1.0
CBX3	RELB	1.0
APPL1	MTA2	1.0
APPL1	HDAC1	1.0
APPL1	HDAC2	1.0
APPL1	RBBP4	1.0
APPL1	RBBP7	1.0
CHEK2	FOXM1	1.0
CHD1L	XRCC6	1.0
CHD1L	PARP1	1.0
CHD1L	HIST3H2A	1.0
CHD1L	XRCC5	1.0
CHD1L	H2AFX	1.0
CHD1L	RPA3	1.0
CHD1L	SUPT16H	1.0
CHD1L	H2AFZ	1.0
CHD1L	RPA2	1.0
CHD1L	PRKDC	1.0
CHD1L	PARP2	1.0
CHD1L	HIST1H2BK	1.0
CHD1L	HIST1H2BB	1.0
MBD2	PTK2B	1.0
CTNNB1	EZH2	1.0
DNMT1	EHMT2	1.0
KAT6A	MAFK	1.0
CEBPA	JUN	1.0
CEBPA	GRIN3A	1.0
CEBPA	ZEB2	1.0
CEBPA	MAX	1.0
CEBPA	MAF	1.0
CEBPA	SLC25A11	1.0
CEBPA	SPTBN1	1.0
CEBPA	RPGRIP1	1.0
CEBPA	ZNF45	1.0
ACTN1	CEBPA	1.0
CEBPA	MRTO4	1.0
CHD1L	RPA1	1.0
API5	CHD1L	1.0
CHD1L	EIF4A1	1.0
CHD1L	RFC2	1.0
CBX1	CHD1L	1.0
CBX3	CHD1L	1.0
CBX5	CHD1L	1.0
CHD1L	XRCC1	1.0
APLF	CHD1L	1.0
SP1	SRY	1.0
ESR1	SP1	1.0
ARID1A	PBRM1	1.0
ARID1A	SMARCC2	1.0
ARID1A	SMARCC1	1.0
PBRM1	SMARCC2	1.0
SMARCC1	SMARCC2	1.0
PBRM1	SMARCC1	1.0
PBRM1	SMARCE1	1.0
HIST2H2BE	SAP30	1.0
HDAC4	YY1	1.0
BACH1	HMMR	1.0
BACH1	MAFG	1.0
BACH1	MAFK	1.0
BACH1	TP53	1.0
BACH1	HDAC1	1.0
BACH1	NCOR1	1.0
MAFK	TP53	1.0
NCOR1	TP53	1.0
MAPK1	PGR	1.0
SIX1	SKI	1.0
EYA3	SKI	1.0
BRPF1	KAT6A	1.0
HSPA4	KAT6A	1.0
KAT6A	TP53	1.0
EP300	KAT6A	1.0
ATXN3	HDAC3	1.0
ATXN3	NCOR1	1.0
TRIM28	ZNF350	1.0
GATA3	HDAC3	1.0
GATA3	HDAC5	1.0
CREBBP	TBX21	1.0
EP300	TBX21	1.0
GATA3	TBX21	1.0
SP1	TBX21	1.0
EP300	SIRT2	1.0
CLK2	FANCM	1.0
CREBBP	NCOR1	1.0
EP300	NCOR1	1.0
EP300	NCOR2	1.0
CREBBP	NCOR2	1.0
MDC1	TP53BP1	1.0
BANP	RELA	1.0
BANP	NFKB1	1.0
NCOR1	NR1I2	1.0
NCOR1	NR1H4	1.0
BPTF	SMAD2	1.0
BPTF	SMAD3	1.0
CBX7	PCGF6	1.0
BMI1	CBX7	1.0
CBX7	PHC2	1.0
CBX7	RNF2	1.0
PCGF2	PHC1	1.0
PCGF2	PHC3	1.0
PCGF2	PHC2	1.0
CBX4	PCGF2	1.0
CBX2	PCGF2	1.0
BMI1	PHC3	1.0
BMI1	CBX2	1.0
BMI1	CBX8	1.0
CBX7	PCGF2	1.0
EGLN1	HIST1H3A	1.0
PARP1	SENP1	1.0
PARP1	SENP3	1.0
EP300	PARP1	1.0
ESR1	SIN3A	1.0
HDAC1	POU2F1	1.0
JAG2	MIB2	1.0
CSNK1G2	PER1	1.0
BTRC	PER1	1.0
FBXW11	PER1	1.0
DDB1	XPC	1.0
DDB2	XPC	1.0
PGR	SMARCE1	1.0
ARID1A	PGR	1.0
PARP2	TNP2	1.0
HSPA2	PARP2	1.0
HSPA2	PARP1	1.0
PRMT1	TERF1	1.0
PRMT1	TERF2	1.0
HDAC3	ZNF148	1.0
HNRNPU	MYC	1.0
HNRNPU	MAX	1.0
BRCA2	SERPINH1	1.0
BRCA2	UQCC1	1.0
BAZ2A	KAT8	1.0
ESR1	KLF5	1.0
NR0B2	SP2	1.0
KLF6	NR0B2	1.0
MBD1	PIAS2	1.0
MBD1	SETDB1	1.0
CHRM2	SET	1.0
CHRM3	SET	1.0
CREM	HDAC1	1.0
HDAC1	JUN	1.0
NRIP1	PRMT1	1.0
HDAC3	NRIP1	1.0
CARM1	NRIP1	1.0
NRIP1	XPO1	1.0
KPNB1	NRIP1	1.0
HNF4A	PRMT1	1.0
BIRC2	UBE2J1	1.0
PML	TERT	1.0
EP300	PPARGC1A	1.0
IQGAP1	PPARGC1A	1.0
LRPPRC	PPARGC1A	1.0
FOXO1	LRPPRC	1.0
HIST1H3A	MEN1	1.0
MEN1	POLR2A	1.0
CTCFL	PRMT7	1.0
CTCFL	HIST1H1A	1.0
CTCFL	HIST2H2AC	1.0
CTCFL	HIST1H3A	1.0
HIST2H2AC	PRMT7	1.0
HIST1H4A	PRMT7	1.0
NR4A2	SMARCA4	1.0
NR4A2	SMARCA2	1.0
NR3C1	SMARCA2	1.0
PITX1	SMARCA2	1.0
CDCA5	SMC3	1.0
CDCA5	PDS5A	1.0
CDCA5	PDS5B	1.0
CDCA5	RAD21	1.0
HDAC1	SMAD7	1.0
HDAC2	SMAD7	1.0
HDAC3	SMAD7	1.0
HDAC5	SMAD7	1.0
HDAC6	SMAD7	1.0
SMAD4	SMAD7	1.0
SMAD4	SMURF1	1.0
MSH6	PRKCZ	1.0
MSH2	PRKCZ	1.0
DNAJA3	VHL	1.0
ENO1	MAP2K5	1.0
BCL6	SPI1	1.0
HDAC1	HELLS	1.0
HDAC2	HELLS	1.0
ATM	CXXC5	1.0
PPARGC1A	SIRT1	1.0
MEF2C	SIRT1	1.0
MYOD1	SIRT1	1.0
MYOD1	PPARGC1A	1.0
AKT1	MXD1	1.0
MCPH1	SMARCA4	1.0
MCPH1	SMARCC2	1.0
MCPH1	SMARCC1	1.0
MCPH1	SMARCB1	1.0
MCPH1	SMARCA2	1.0
MCM2	MCPH1	1.0
PDPK1	PRKCQ	1.0
CHUK	PRKCQ	1.0
IKBKG	PRKCQ	1.0
CARD11	PDPK1	1.0
CDC25A	SMAD3	1.0
BTRC	CDC25A	1.0
CDC25A	FBXW11	1.0
CUL1	SMAD3	1.0
TP53	XRCC6	1.0
BARD1	XRCC6	1.0
IREB2	VHL	1.0
PSMC4	RNF2	1.0
CARM1	NCOA3	1.0
CARM1	CREBBP	1.0
CARM1	HIST1H3A	1.0
HIST1H4A	PRMT1	1.0
CDKN1B	RNF123	1.0
FGFR2	ITGA5	1.0
CBL	ITGA5	1.0
ITGA5	UBC	1.0
FBXO2	VCP	1.0
FBXO6	VCP	1.0
ITGB1	VCP	1.0
HIF1A	OS9	1.0
EGLN1	OS9	1.0
EGLN3	OS9	1.0
EGLN3	HIF1A	1.0
CUL4B	TLE1	1.0
CUL4B	TLE2	1.0
CUL4B	TLE3	1.0
CUL4B	WDR26	1.0
CUL4B	SMU1	1.0
CUL4B	GRWD1	1.0
CUL4B	WDR82	1.0
CUL4A	DTL	1.0
CUL4A	WDR26	1.0
CUL4A	GRWD1	1.0
CUL4A	RBBP5	1.0
CUL4A	POC1B	1.0
CUL4A	SNRNP40	1.0
CUL4A	WDR61	1.0
CUL4A	WDR82	1.0
CUL4B	RBBP5	1.0
CUL4B	POC1B	1.0
CUL4B	SNRNP40	1.0
CUL4B	WDR61	1.0
CUL4A	WDR5	1.0
CUL4B	WDR5	1.0
DTL	WDR5	1.0
GRWD1	WDR5	1.0
SNRNP40	WDR5	1.0
WDR26	WDR5	1.0
PAFAH1B1	WDR5	1.0
NLE1	WDR5	1.0
WDR12	WDR5	1.0
CIAO1	WDR5	1.0
WDR5	WDR61	1.0
CUL4A	TLE2	1.0
DDB1	EED	1.0
CUL4A	EED	1.0
DDB1	RBBP5	1.0
HIST1H3A	WDR5	1.0
DDB1	HIST1H3A	1.0
CUL4A	HIST1H3A	1.0
RELA	SIRT1	1.0
ATR	RPA2	1.0
ATR	CHEK2	1.0
PRIM1	RPA1	1.0
PRIM1	RPA2	1.0
PRIM1	RPA3	1.0
CHD3	CHD6	1.0
REST	SMARCA4	1.0
HDAC5	YWHAG	1.0
HDAC3	PROX1	1.0
CDCA8	UBE2I	1.0
CDCA8	RANBP2	1.0
MYB	PARP1	1.0
BRCA1	XRCC5	1.0
BARD1	XRCC5	1.0
DACT1	LEF1	1.0
DACT1	HDAC1	1.0
HDAC5	REST	1.0
DDX5	MYOD1	1.0
DDX5	SMARCA4	1.0
DDX5	TBP	1.0
DDX5	POLR2A	1.0
CLSPN	LTA	1.0
PARP1	SMARCA1	1.0
SAP18	SUFU	1.0
HDAC1	NKX2-5	1.0
GLI3	MED12	1.0
CTTN	SIRT1	1.0
CTTN	EP300	1.0
HDAC4	SP1	1.0
BRMS1	RELA	1.0
BRMS1	NFKB1	1.0
BRMS1	HDAC1	1.0
ATM	DCLRE1A	1.0
CDCA2	CDK1	1.0
ING1	LMNA	1.0
CDT1	KAT7	1.0
MLLT1	WDR5	1.0
AKIP1	RELA	1.0
AKIP1	SIRT1	1.0
HIST2H2AC	TSPY1	1.0
HIST2H2BE	TSPY1	1.0
HDAC1	SERPINB5	1.0
HDAC4	REST	1.0
HDAC5	SIN3A	1.0
DAXX	RELB	1.0
ASF1A	HIRA	1.0
ASF1B	HIRA	1.0
MBD2	PRMT1	1.0
MBD2	PRMT5	1.0
MBD2	WDR77	1.0
CREB1	DACH1	1.0
HDAC7	YWHAQ	1.0
HDAC7	MARK3	1.0
HDAC4	MARK3	1.0
HDAC5	MARK3	1.0
HDAC7	MARK2	1.0
ACTN4	HDAC7	1.0
ACTN4	MEF2A	1.0
HDAC7	MEF2A	1.0
AR	PHB	1.0
HOXA11	YY1	1.0
HDAC2	HOXA11	1.0
HDAC1	HOXA11	1.0
HIST1H3A	KDM1A	1.0
ESR1	SMYD3	1.0
H2AFX	RNF168	1.0
E2F2	KMT2A	1.0
E2F4	KMT2A	1.0
E2F6	KMT2A	1.0
E2F5	KMT2D	1.0
E2F6	KMT2D	1.0
E2F3	KMT2D	1.0
E2F2	KMT2D	1.0
HDAC6	HIF1A	1.0
MCM3	SYF2	1.0
CCNDBP1	SYF2	1.0
FOXN3	MEN1	1.0
MAPK14	PI4K2B	1.0
MLANA	NEDD4	1.0
ITCH	MLANA	1.0
EGFR	EPN1	1.0
ARRB2	MAPK1	1.0
FANCD2	USP1	1.0
DTX1	MAP3K1	1.0
NEDD4	TP73	1.0
PIN1	RARA	1.0
FOXO1	SKP2	1.0
PRKCZ	SP1	1.0
GSK3B	SNAI1	1.0
BTRC	SNAI1	1.0
CUL1	GCM1	1.0
GCM1	SKP1	1.0
FBXW2	GCM1	1.0
AGO1	POLR2A	1.0
H2AFX	SMARCA4	1.0
H2AFX	SMARCA2	1.0
SP1	STAT3	1.0
NCOA2	PPARD	1.0
EP300	PPARD	1.0
GMNN	REPIN1	1.0
GMNN	HDAC3	1.0
HDAC3	REPIN1	1.0
CARM1	EP300	1.0
CARM1	NCOA2	1.0
AR	SIRT1	1.0
NFE2L2	SMARCA4	1.0
GATA3	HDAC4	1.0
HIPK2	RUNX1	1.0
EP300	RUNX1	1.0
EP300	HIPK2	1.0
HIST1H4A	SMARCA5	1.0
DHX9	SND1	1.0
FOSL1	HDAC1	1.0
CFTR	STUB1	1.0
CUL3	NFE2L2	1.0
CUL3	RBX1	1.0
TNNC1	TRIM63	1.0
CUL2	KEAP1	1.0
RANBP9	TP73	1.0
HIST2H2BE	MDM2	1.0
MCM4	SSRP1	1.0
MCM6	SSRP1	1.0
MCM7	SSRP1	1.0
MCM2	SSRP1	1.0
MCM3	SSRP1	1.0
MCM5	SSRP1	1.0
MCM4	SUPT16H	1.0
CDC45	MCM4	1.0
CDKN1B	UBAC1	1.0
CLSPN	RAD17	1.0
NCOR1	SIRT1	1.0
JUN	SIRT1	1.0
CEBPA	CHD1	1.0
CHD1	HMGA1	1.0
ARID2	SMARCE1	1.0
BRD7	SMARCE1	1.0
SMARCD1	SMARCE1	1.0
DPF2	SMARCE1	1.0
ARID2	BRD7	1.0
BRD7	SMARCA4	1.0
BRD7	SMARCC1	1.0
RB1	ZBTB7A	1.0
BCOR	ZBTB7A	1.0
KAT6A	MEAF6	1.0
BRPF1	MEAF6	1.0
SETMAR	TOP2A	1.0
FOXO3	SIRT3	1.0
SETMAR	XRCC4	1.0
AURKA	INCENP	1.0
AURKA	PLK1	1.0
BRCA2	SP1	1.0
CDK4	SP1	1.0
RAD51	SP1	1.0
SKP2	SP1	1.0
ELK1	KLF4	1.0
HDAC5	KLF4	1.0
ESR1	MYOD1	1.0
ESR2	SP1	1.0
CREBBP	ESR2	1.0
EP300	ESR2	1.0
ESR2	MYOD1	1.0
CTBP1	TP53	1.0
CBX5	SETDB1	1.0
CHAF1A	SETDB1	1.0
CHAF1B	SETDB1	1.0
DOT1L	SIRT1	1.0
JUN	KAT7	1.0
EDF1	JUN	1.0
EDF1	NRL	1.0
CEBPA	EDF1	1.0
ITGA3	ITGB4	1.0
ITGA3	ITGB5	1.0
MAX	YY1	1.0
CREBBP	YY1	1.0
CREBBP	MYC	1.0
BAZ1A	SMARCA2	1.0
PARK7	STUB1	1.0
HSPA4	PARK7	1.0
HDAC2	IRS1	1.0
NEDD4	SMAD2	1.0
NEDD4	SMAD3	1.0
NEDD4	SMAD6	1.0
NEDD4	SMAD7	1.0
NEDD4	SMURF2	1.0
NEDD4	SKIL	1.0
E2F1	YWHAQ	1.0
FBXO5	PLK1	1.0
BTRC	FBXO5	1.0
EP300	SMAD3	1.0
MCPH1	MDC1	1.0
ATM	MCPH1	1.0
MCPH1	TP53BP1	1.0
MCPH1	NBN	1.0
ATR	MCPH1	1.0
MCPH1	RPA1	1.0
AR	HDAC7	1.0
HIST1H3A	MYOD1	1.0
MYOD1	SUV39H1	1.0
HIST1H4A	KAT5	1.0
CTBP1	HIC1	1.0
CTBP2	HIC1	1.0
ARID1A	HIC1	1.0
HDAC2	KLF4	1.0
CDC7	CHAF1A	1.0
CDC7	MCM2	1.0
CDK2	CHAF1A	1.0
HDAC5	YY1	1.0
BAG6	CTCFL	1.0
ABL1	NCOA3	1.0
JUN	UBC	1.0
JUN	SUMO1	1.0
RB1	SKP2	1.0
DLST	SIAH2	1.0
NOS1	STUB1	1.0
HSPA4	NOS1	1.0
EGFR	PDCD6IP	1.0
MSH2	XPA	1.0
MSH2	RPA4	1.0
MSH3	XPA	1.0
MSH3	RPA4	1.0
SAP30L	SIN3A	1.0
HDAC1	SAP30L	1.0
HDAC2	SAP30L	1.0
HDAC3	SAP30L	1.0
HDAC3	SAP30	1.0
SET	TREX1	1.0
EP300	PLAGL1	1.0
CREBBP	PLAGL1	1.0
EP300	HDAC1	1.0
CREBBP	MIER1	1.0
ESR1	TOP2B	1.0
ESR1	PRKDC	1.0
ESR1	PARP1	1.0
ESR1	XRCC5	1.0
ESR1	XRCC6	1.0
PARP1	TOP2B	1.0
PARP1	PRKDC	1.0
PARP1	XRCC5	1.0
PARP1	XRCC6	1.0
SIRT3	XRCC6	1.0
HDAC1	PAX3	1.0
CREBBP	HDAC1	1.0
ATM	DDX1	1.0
DDX1	RAD50	1.0
DDX1	NBN	1.0
CHEK1	MCPH1	1.0
EIF4A1	PRMT1	1.0
HDAC3	NFATC1	1.0
BMI1	CDC6	1.0
EHMT2	MED12	1.0
EP300	ING2	1.0
ID2	RBL2	1.0
ID2	SIN3A	1.0
E2F4	ID2	1.0
CAMK1	HDAC4	1.0
CAMK1	HDAC5	1.0
HMGA2	RB1	1.0
EVI5	INCENP	1.0
AURKB	EVI5	1.0
BIRC5	EVI5	1.0
HDAC1	NR3C1	1.0
DHX9	EWSR1	1.0
PGR	SMARCA1	1.0
NPM1	TP53	1.0
PDCD6IP	SH3GL2	1.0
PDCD6IP	SH3KBP1	1.0
EGFR	SH3GL2	1.0
CAND1	DDB1	1.0
CDT1	DDB1	1.0
CDT1	DDB2	1.0
CDT1	CUL4A	1.0
HSPA4	PPP5C	1.0
HSP90AA1	PPP5C	1.0
IRF7	TRAF6	1.0
GATAD2A	HDAC1	1.0
GATAD2A	RBBP4	1.0
GATAD2A	RBBP7	1.0
SP1	SP3	1.0
CREBBP	SP1	1.0
CREBBP	SP3	1.0
EP300	SP3	1.0
HIST1H3A	KDM4C	1.0
HIST1H3A	KDM4A	1.0
BPTF	HIST1H3A	1.0
CHD3	HIST1H3A	1.0
HIST1H3A	SMARCA1	1.0
HIST1H3A	RBBP4	1.0
HDAC1	RUNX2	1.0
EP300	RUNX2	1.0
CALCOCO1	EP300	1.0
PAF1	SUPT16H	1.0
ASH2L	HIST1H3A	1.0
HSPA8	SOD1	1.0
HSPA4	SOD1	1.0
PSMD4	SOD1	1.0
SOD1	STUB1	1.0
CTNNB1	LMNA	1.0
EGFR	LRIG1	1.0
ERBB4	LRIG1	1.0
CDK11B	HSP90AA1	1.0
CDK11B	HSPA4	1.0
CDK11B	HSPA8	1.0
CDC37	CDK11B	1.0
SKP2	USP18	1.0
FBXW11	IFNAR1	1.0
AMFR	UBC	1.0
CBL	KIT	1.0
MDM2	RPL23	1.0
BRCA2	USP11	1.0
KAT5	TP53	1.0
ARID1B	CUL2	1.0
ARID1B	SMARCC2	1.0
ARID1B	SMARCC1	1.0
ARID1B	HIST2H2BE	1.0
ARID1B	RBX1	1.0
ARID1A	CUL2	1.0
CNOT2	HDAC3	1.0
CNOT2	NCOR2	1.0
CNOT2	NCOR1	1.0
CNOT2	GPS2	1.0
CDC25C	CHEK2	1.0
CDKN2A	KAT5	1.0
EHMT2	WIZ	1.0
CTBP1	EHMT2	1.0
CTBP1	EHMT1	1.0
CTBP2	EHMT1	1.0
CTBP1	WIZ	1.0
CTBP2	WIZ	1.0
RUVBL2	SENP1	1.0
RUVBL2	SENP6	1.0
CTNNB1	RUVBL2	1.0
HDAC1	RUVBL2	1.0
HDAC1	NKX3-1	1.0
RPL11	RPL23	1.0
RPL23	RPL5	1.0
RPL11	RPL5	1.0
RPL5	TP53	1.0
RPL23	TP53	1.0
DEK	HIST1H1A	1.0
DEK	HIST1H3A	1.0
DEK	HIST2H2AC	1.0
DEK	HIST2H2BE	1.0
DEK	HIST1H4A	1.0
SMAD7	SRF	1.0
GFI1B	SUV39H1	1.0
EHMT2	GFI1B	1.0
APPL1	RUVBL2	1.0
APPL2	RUVBL2	1.0
CTNNBIP1	RUVBL2	1.0
HDAC2	RUVBL2	1.0
CBX5	HIST1H3A	1.0
DLC1	WWC1	1.0
HIST1H3A	WWC1	1.0
PARP1	SUPT16H	1.0
DNMT3A	SETDB1	1.0
DNMT3B	SETDB1	1.0
CTNNB1	PROP1	1.0
CAMTA2	NKX2-5	1.0
CAMTA2	HDAC5	1.0
PAX6	SMARCA4	1.0
CREB1	SMARCA4	1.0
MAF	SMARCA5	1.0
CREB1	SMARCA5	1.0
DRD1	HRH3	1.0
RUNX3	SUV39H1	1.0
HDAC1	RUNX1	1.0
HDAC3	RUNX1	1.0
ESR1	MEN1	1.0
HDAC1	NUP98	1.0
HDAC1	NUP54	1.0
CEBPB	SP3	1.0
ESR1	SP3	1.0
GRIP1	HDAC1	1.0
KDM5B	RB1	1.0
ESR1	MTA2	1.0
GATA1	NME1	1.0
KAT2B	SATB1	1.0
AATF	MAGED1	1.0
TP53	YY1	1.0
PKD1	SIAH1	1.0
EHMT2	MED30	1.0
MED23	MED30	1.0
CDK8	MED30	1.0
EHMT2	MED23	1.0
CDK8	EHMT2	1.0
EHMT2	MED6	1.0
PARP2	TRIM28	1.0
CBX5	PARP2	1.0
PARP1	TRIM28	1.0
HDAC3	RBM15	1.0
CLOCK	SIRT1	1.0
ARNTL	SIRT1	1.0
E2F1	MCPH1	1.0
HSPA4	RCOR1	1.0
ING1	KPNA2	1.0
ING1	KPNB1	1.0
HDLBP	SUV39H1	1.0
CBX5	HDLBP	1.0
CEBPB	EHMT2	1.0
HDAC1	PLAGL1	1.0
EP300	GTF3C1	1.0
EP300	GTF3C3	1.0
EP300	GTF3C2	1.0
EP300	GTF3C5	1.0
CHD4	PML	1.0
ETV2	KDM3A	1.0
CITED2	SMAD3	1.0
CITED2	SMAD2	1.0
POLR1A	SIRT7	1.0
HIST1H4A	SIRT7	1.0
HIST1H3A	SIRT7	1.0
HIST2H2BE	SIRT7	1.0
HIST2H2AC	SIRT7	1.0
EP300	MTA1	1.0
AKT1	NCOR2	1.0
ERBB2	LRIG1	1.0
ERBB3	LRIG1	1.0
CBL	LRIG1	1.0
PSMD4	UBQLN4	1.0
BMPR1A	RUNX2	1.0
EP300	SMAD5	1.0
HDAC9	MAPK8	1.0
HDAC9	MAPK9	1.0
HDAC9	MAPK10	1.0
HDAC9	JUN	1.0
HDAC1	MAPK8	1.0
HDAC1	MAPK9	1.0
HDAC1	MAPK10	1.0
BAZ1B	ERCC6	1.0
BAZ1B	SF3B1	1.0
BAZ1B	RHD	1.0
BAZ1B	DEK	1.0
BAZ1B	MYBBP1A	1.0
BAZ1B	MYO1C	1.0
KAT5	PRKDC	1.0
HSPA4	MEN1	1.0
MEN1	STUB1	1.0
RUVBL2	TELO2	1.0
MTOR	TELO2	1.0
H3F3A	KDM4A	1.0
HIST2H2AC	NCL	1.0
HIST2H2BE	NCL	1.0
SMAD2	WWP1	1.0
SMAD3	WWP1	1.0
SMAD1	WWP1	1.0
SMAD5	WWP1	1.0
SMAD6	WWP1	1.0
SMAD7	WWP1	1.0
SMAD2	SMURF1	1.0
SMAD3	SMURF1	1.0
SMAD6	SMURF1	1.0
SMAD5	SMURF2	1.0
SMAD6	SMURF2	1.0
SKIL	WWP1	1.0
BIRC2	BIRC5	1.0
BIRC3	BIRC5	1.0
BIRC5	KCNJ6	1.0
NEDD4	SCN5A	1.0
MDM2	YY1	1.0
CDKN2A	YY1	1.0
SF1	ZNF461	1.0
HDAC2	ZNF461	1.0
CREB3L4	CREM	1.0
CHMP1B	USP8	1.0
CHMP4A	STAMBP	1.0
CHMP4B	STAMBP	1.0
CHMP1A	USP8	1.0
CHMP4C	USP8	1.0
CHMP7	USP8	1.0
CHMP4C	STAMBP	1.0
AIFM1	UBASH3A	1.0
CBL	UBASH3A	1.0
HIST2H2AC	MYSM1	1.0
MYSM1	WDR77	1.0
HNRNPH1	MYSM1	1.0
MYSM1	TUBB1	1.0
EEF1A1	MYSM1	1.0
MYSM1	STK38	1.0
MYSM1	PRMT5	1.0
HSPA1A	MYSM1	1.0
MYSM1	UBC	1.0
KAT2B	MYSM1	1.0
MYSM1	RBM10	1.0
KIF11	MYSM1	1.0
KAT2B	KIF11	1.0
BTRC	GLI3	1.0
TP53	VRK2	1.0
NEDD4	NTRK1	1.0
HSPA4	TRAF6	1.0
BARD1	NPM1	1.0
BRCA1	NPM1	1.0
AGO2	HTT	1.0
ING1	YWHAH	1.0
ING1	YWHAB	1.0
ING1	YWHAE	1.0
ING1	YWHAQ	1.0
ING1	YWHAG	1.0
ING1	SFN	1.0
ING1	YWHAZ	1.0
CCNA2	SP1	1.0
CHD4	NAB2	1.0
CHD3	NAB2	1.0
CHD4	NAB1	1.0
CCND1	INSM1	1.0
HDAC1	INSM1	1.0
HDAC3	INSM1	1.0
AKT1	SMARCB1	1.0
ACTA1	SMARCB1	1.0
ACTA1	AKT1	1.0
AKT1	SMARCC1	1.0
AKT1	SMARCC2	1.0
ARNT	BRCA1	1.0
HSF4	SMARCA4	1.0
NCAPD2	PARP1	1.0
NCAPG	PARP1	1.0
NCAPG	XRCC1	1.0
FEN1	NCAPG	1.0
LIG3	NCAPG	1.0
NCAPG	POLD1	1.0
NCAPG	POLB	1.0
HDAC6	MAPT	1.0
HDAC7	UBE2I	1.0
HDAC2	ZNF217	1.0
CHEK2	REV3L	1.0
CEBPD	HDAC1	1.0
CEBPD	HDAC3	1.0
HDAC1	REPIN1	1.0
HDAC2	REPIN1	1.0
CBX7	HIST1H3A	1.0
CBX7	HIST1H4A	1.0
RNPS1	SAP18	1.0
ACIN1	SAP18	1.0
PARP14	STAT6	1.0
HDAC3	SRC	1.0
GCM1	HDAC1	1.0
GCM1	HDAC3	1.0
GCM1	HDAC4	1.0
GCM1	HDAC5	1.0
CREBBP	HDAC3	1.0
H2AFX	HIST2H2BE	1.0
H2AFX	HIST1H4A	1.0
CALM1	H2AFX	1.0
CALR	H2AFX	1.0
H2AFX	NPM1	1.0
H2AFX	HSPA5	1.0
H2AFX	SSRP1	1.0
H2AFX	SUPT16H	1.0
H2AFX	HNRNPR	1.0
H2AFX	SSB	1.0
EIF3L	H2AFX	1.0
H2AFX	PABPC1	1.0
H2AFX	PARP1	1.0
DHX30	H2AFX	1.0
H2AFX	HIST1H2BM	1.0
H2AFX	HIST1H2BC	1.0
H2AFX	PAPPA	1.0
H2AFX	PTCD3	1.0
MYO1C	SMARCA5	1.0
CDC27	CTNNB1	1.0
APC	CTBP1	1.0
TJP1	YBX3	1.0
BRCA2	KIF4A	1.0
MEN1	PSIP1	1.0
KMT2A	PSIP1	1.0
CCNB1	TSPYL2	1.0
CCNB2	TSPYL2	1.0
KAT2B	KLF15	1.0
CBFA2T3	SIN3B	1.0
SETD2	TP53	1.0
FBXO2	STUB1	1.0
FBXO27	STUB1	1.0
CDKN2A	NPM1	1.0
TP53	VHL	1.0
EP300	VHL	1.0
KAT2B	VHL	1.0
ATM	VHL	1.0
AKT1	MDM2	1.0
CBL	UBASH3B	1.0
EGFR	UBASH3A	1.0
EGFR	UBASH3B	1.0
UBASH3B	UBC	1.0
UBASH3A	UBC	1.0
ESR1	RELA	1.0
CARM1	RELA	1.0
ATR	UPF1	1.0
POLD1	UPF1	1.0
POLD1	UPF2	1.0
GNAI1	PGR	1.0
DLGAP5	FBXO7	1.0
CDK1	DLGAP5	1.0
DRAP1	FEZ1	1.0
FEZ1	SMARCD1	1.0
FEZ1	SAP30L	1.0
BRD1	FEZ1	1.0
FEZ1	TLK2	1.0
FEZ1	ZNF251	1.0
FEZ1	SMC3	1.0
CLASP2	FEZ1	1.0
FEZ1	RAB3GAP1	1.0
FEZ1	WWC1	1.0
FEZ1	RAI14	1.0
FEZ1	PDCD7	1.0
FEZ1	SCOC	1.0
FEZ1	TBC1D25	1.0
CCNA1	CDT1	1.0
EP300	RUNX3	1.0
RUNX3	SMURF1	1.0
RUNX3	SMURF2	1.0
MALT1	TRAF6	1.0
MALT1	TRAF2	1.0
CTBP1	PLK1	1.0
